id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
209,208.8,gneE1_0,5.1,0,-0.2,318.4,gneE32_0,85.6,5.94,109.6,274.92,69.2,3,0,87.56,1,tripinfo_209 routing_209,DEFAULT_VEHTYPE,0.97,
264,265.6,-gneE36_0,5.1,0,1.6,318.4,gneE2_0,85.6,14.14,52.8,571.31,0,0,0,11.53,1,tripinfo_264 routing_264,DEFAULT_VEHTYPE,1.02,
148,149.2,-gneE15_0,5.1,0,1.2,320,gneE4_0,85.6,7.51,170.8,479.87,72.8,5,0,137.87,1,tripinfo_148 routing_148,DEFAULT_VEHTYPE,1.12,
155,162.8,gneE6_0,5.1,0,7.8,320,gneE41_0,89.6,13.91,157.2,773.55,70,4,0,99.65,1,tripinfo_155 routing_155,DEFAULT_VEHTYPE,1.01,
167,166.8,gneE34_0,5.1,0,-0.2,320,-gneE4_0,85.6,7.87,153.2,474.71,80.8,4,0,116.93,1,tripinfo_167 routing_167,DEFAULT_VEHTYPE,1,
193,194,-gneE12_0,5.1,0,1,320,gneE44_0,85.6,7.58,126,769.34,44.8,2,0,74.84,1,tripinfo_193 routing_193,DEFAULT_VEHTYPE,1.14,
260,262.4,gneE6_0,5.1,0,2.4,320,gneE12_0,85.6,7.53,57.6,175.13,26.8,1,0,43.52,0,tripinfo_260 routing_260,DEFAULT_VEHTYPE,0.95,
162,166.4,gneE33_0,5.1,0,4.4,320.4,-gneE47_0,85.6,7.41,154,769.34,34,5,0,91.71,1,tripinfo_162 routing_162,DEFAULT_VEHTYPE,0.94,
232,232,-gneE5_0,5.1,0,0,322.4,gneE46_0,85.6,9.6,90.4,369.76,38,2,0,62.18,1,tripinfo_232 routing_232,DEFAULT_VEHTYPE,1,
234,239.6,gneE12_0,5.1,0,5.6,322.4,-gneE51_0,85.6,11.2,82.8,574.71,12.4,1,0,30.09,1,tripinfo_234 routing_234,DEFAULT_VEHTYPE,0.83,
245,244.8,gneE13_0,5.1,0,-0.2,323.2,-gneE37_0,89.6,13.06,78.4,571.1,9.2,1,0,33.75,1,tripinfo_245 routing_245,DEFAULT_VEHTYPE,0.97,
174,174,-gneE12_0,5.1,0,0,324.4,gneE53_0,85.6,14.31,150.4,674.71,80.4,2,0,102.6,1,tripinfo_174 routing_174,DEFAULT_VEHTYPE,1.06,
270,272.8,gneE27_0,6.6,0,2.8,324.8,-gneE35_0,85.6,13.5,52,464.44,4,1,0,16.45,1,tripinfo_270 routing_270,bus,1,
310,310,-gneE14_0,5.1,0,0,324.8,-gneE14_0,85.6,8.2,14.8,80.5,0,0,0,8.06,1,tripinfo_310 routing_310,DEFAULT_VEHTYPE,0.88,
210,210,-gneE28_0,5.1,0,0,325.6,-gneE33_0,85.6,12.2,115.6,681,35.2,2,0,56.74,1,tripinfo_210 routing_210,DEFAULT_VEHTYPE,0.9,
261,260.8,gneE50_0,5.1,0,-0.2,326.8,gneE53_0,85.6,13.58,66,274.92,22.8,2,0,44.8,1,tripinfo_261 routing_261,DEFAULT_VEHTYPE,1.01,
296,303.6,gneE30_0,6.6,0,7.6,326.8,gneE31_0,85.6,13.39,23.2,179,0,0,0,9.95,0,tripinfo_296 routing_296,bus,1,
255,255.2,-gneE40_0,5.1,0,0.2,327.2,-gneE4_0,85.6,6.38,72,469.76,16.4,1,0,35.16,1,tripinfo_255 routing_255,DEFAULT_VEHTYPE,0.96,
300,300,-gneE50_0,6.6,0,0,329.2,gneE5_0,85.6,13.62,29.2,278.79,0,0,0,8.3,1,tripinfo_300 routing_300,bus,1,
240,245.6,-gneE48_0,5.1,0,5.6,329.6,-gneE0_0,89.6,13.43,84,384.29,34,2,0,55.31,1,tripinfo_240 routing_240,DEFAULT_VEHTYPE,1,
278,278,-gneE50_0,6.6,0,0,331.6,gneE35_0,85.6,13.51,53.6,368.26,9.6,1,0,25.37,1,tripinfo_278 routing_278,bus,1,
213,212.8,gneE26_0,5.1,0,-0.2,332.4,gneE46_0,85.6,10.48,119.6,569.76,48.4,2,0,79.71,1,tripinfo_213 routing_213,DEFAULT_VEHTYPE,1.07,
203,203.2,-gneE14_0,5.1,0,0.2,332.8,-gneE2_0,85.6,14.83,129.6,559.02,44.8,3,0,89.72,1,tripinfo_203 routing_203,DEFAULT_VEHTYPE,1.08,
197,196.8,-gneE34_0,5.1,0,-0.2,333.2,gneE33_0,85.6,7.52,136.4,479.87,61.6,4,0,100.68,1,tripinfo_197 routing_197,DEFAULT_VEHTYPE,1.03,
291,290.8,gneE3_0,6.6,0,-0.2,334.4,gneE41_0,89.6,13.4,43.6,482.79,0,0,0,7.87,1,tripinfo_291 routing_291,bus,1,
251,250.8,gneE14_0,5.1,0,-0.2,336,gneE0_0,89.6,15.54,85.2,365.94,32.8,3,0,60.52,1,tripinfo_251 routing_251,DEFAULT_VEHTYPE,1.14,
274,274,-gneE37_0,6.6,0,0,336.8,-gneE38_0,89.6,13.5,62.8,370.89,18,1,0,33.57,1,tripinfo_274 routing_274,bus,1,
277,276.8,-gneE2_0,6.6,0,-0.2,337.2,gneE44_0,85.6,13.48,60.4,664.44,0,0,0,11,1,tripinfo_277 routing_277,bus,1,
269,268.8,-gneE39_0,6.6,0,-0.2,337.6,gneE50_0,85.6,13.45,68.8,462.89,12.8,1,0,33.29,1,tripinfo_269 routing_269,bus,1,
289,288.8,gneE35_0,6.6,0,-0.2,337.6,gneE5_0,85.6,9.28,48.8,373.63,4.8,1,0,21.16,1,tripinfo_289 routing_289,bus,1,
280,282,-gneE13_0,6.6,0,2,338,gneE33_0,85.6,11.34,56,279,20,1,0,35.86,1,tripinfo_280 routing_280,bus,1,
237,238.4,gneE26_0,5.1,0,1.4,338.4,-gneE12_0,85.6,14.4,100,469.76,38.8,3,0,67.02,1,tripinfo_237 routing_237,DEFAULT_VEHTYPE,1.07,
256,256,gneE13_0,5.1,0,0,341.2,-gneE47_0,85.6,14.39,85.2,480.08,40.4,1,0,50.52,1,tripinfo_256 routing_256,DEFAULT_VEHTYPE,1.04,
244,244,-gneE15_0,5.1,0,0,342,-gneE0_0,89.6,13.81,98,567.97,24,2,0,54.02,1,tripinfo_244 routing_244,DEFAULT_VEHTYPE,1.02,
319,319.6,gneE33_0,5.1,0,0.6,342.4,gneE29_0,85.6,9.21,22.8,175.13,0,0,0,5,0,tripinfo_319 routing_319,DEFAULT_VEHTYPE,0.75,
279,280,gneE52_0,6.6,0,1,344.4,gneE49_0,85.6,5.89,64.4,373.42,15.2,1,0,36.22,1,tripinfo_279 routing_279,bus,1,
273,275.2,gneE9_0,6.6,0,2.2,350,-gneE26_0,85.6,13.5,74.8,669.18,3.6,1,0,23.38,1,tripinfo_273 routing_273,bus,1,
307,306.8,gneE39_0,6.6,0,-0.2,351.2,gneE44_0,85.6,13.67,44.4,480.13,0,0,0,8.25,1,tripinfo_307 routing_307,bus,1,
227,226.8,-gneE3_0,5.1,0,-0.2,353.6,-gneE35_0,85.6,13.26,126.8,559.02,64,2,0,82.33,1,tripinfo_227 routing_227,DEFAULT_VEHTYPE,0.97,
231,230.8,gneE14_0,5.1,0,-0.2,354.4,-gneE27_0,89.6,13.98,123.6,581.42,58.4,3,0,80.92,1,tripinfo_231 routing_231,DEFAULT_VEHTYPE,1.04,
317,318.4,gneE13_0,5.1,0,1.4,359.6,gneE37_0,89.6,13.7,41.2,484.29,0,0,0,5.96,1,tripinfo_317 routing_317,DEFAULT_VEHTYPE,1.01,
241,240.8,-gneE52_0,5.1,0,-0.2,362.4,gneE1_0,85.6,15.64,121.6,569.55,37.2,3,0,83.68,1,tripinfo_241 routing_241,DEFAULT_VEHTYPE,1.15,
304,304,-gneE2_0,6.6,0,0,362.4,-gneE42_0,89.6,13.73,58.4,673.81,0,0,0,8.74,1,tripinfo_304 routing_304,bus,1,
254,258.8,-gneE37_0,5.1,0,4.8,363.2,-gneE41_0,89.6,12.47,104.4,669.94,34.8,1,0,49.37,1,tripinfo_254 routing_254,DEFAULT_VEHTYPE,0.91,
272,272,gneE6_0,6.6,0,0,363.2,gneE3_0,85.6,5.43,91.2,368.26,40.4,2,0,63.45,1,tripinfo_272 routing_272,bus,1,
211,210.8,-gneE34_0,5.1,0,-0.2,363.6,-gneE50_0,85.6,5.6,152.8,760.57,55.6,2,0,90.73,1,tripinfo_211 routing_211,DEFAULT_VEHTYPE,0.93,
228,228,-gneE5_0,5.1,0,0,363.6,gneE34_0,85.6,5.81,135.6,569.55,60,3,0,90.84,1,tripinfo_228 routing_228,DEFAULT_VEHTYPE,0.96,
233,232.8,gneE35_0,5.1,0,-0.2,363.6,-gneE53_0,85.6,5.98,130.8,565.73,60.4,3,0,91.54,1,tripinfo_233 routing_233,DEFAULT_VEHTYPE,1.1,
246,246,-gneE38_0,5.1,0,0,363.6,gneE15_0,85.6,6.13,117.6,471.1,63.6,3,0,88.49,1,tripinfo_246 routing_246,DEFAULT_VEHTYPE,1.24,
290,290,gneE27_0,6.6,0,0,364,-gneE6_0,85.6,13.87,74,669.6,1.2,1,0,23.37,1,tripinfo_290 routing_290,bus,1,
225,224.8,gneE3_0,5.1,0,-0.2,365.2,gneE6_0,85.6,7.69,140.4,369.76,89.6,3,0,113.07,1,tripinfo_225 routing_225,DEFAULT_VEHTYPE,1.02,
176,176,gneE31_0,5.1,0,0,365.6,-gneE48_0,85.6,7.91,189.6,369.55,123.6,5,0,165.08,1,tripinfo_176 routing_176,DEFAULT_VEHTYPE,1.18,
224,224,-gneE26_0,5.1,0,0,365.6,gneE52_0,85.6,8.01,141.6,474.71,64.4,3,0,107.52,1,tripinfo_224 routing_224,DEFAULT_VEHTYPE,1.07,
235,235.6,gneE35_0,5.1,0,0.6,367.2,gneE6_0,85.6,8.94,131.6,469.76,66,4,0,99.28,1,tripinfo_235 routing_235,DEFAULT_VEHTYPE,1.09,
250,250,-gneE52_0,5.1,0,0,368.8,gneE6_0,85.6,11.08,118.8,474.92,47.2,4,0,84.49,1,tripinfo_250 routing_250,DEFAULT_VEHTYPE,1.04,
214,214,-gneE53_0,5.1,0,0,370.4,gneE6_0,85.6,12.03,156.4,574.92,82,4,0,113.42,1,tripinfo_214 routing_214,DEFAULT_VEHTYPE,1,
285,285.2,-gneE39_0,6.6,0,0.2,370.4,-gneE12_0,85.6,13.66,85.2,473.42,39.6,1,0,49.3,1,tripinfo_285 routing_285,bus,1,
286,287.2,gneE9_0,6.6,0,1.2,370.4,gneE32_0,85.6,13.43,83.2,469.6,34.8,1,0,47.53,1,tripinfo_286 routing_286,bus,1,
292,292,-gneE34_0,6.6,0,0,370.4,-gneE51_0,85.6,13.73,78.4,860.62,0,0,0,14.62,1,tripinfo_292 routing_292,bus,1,
239,241.6,-gneE48_0,5.1,0,2.6,370.8,gneE13_0,85.6,12.44,129.2,374.71,80.4,4,0,96.98,1,tripinfo_239 routing_239,DEFAULT_VEHTYPE,0.91,
303,302.8,-gneE14_0,6.6,0,-0.2,371.2,-gneE43_0,85.6,13.6,68.4,669.81,1.6,1,0,18.99,1,tripinfo_303 routing_303,bus,1,
281,280.8,-gneE43_0,6.6,0,-0.2,372.8,gneE38_0,89.6,13.47,92,674.76,14.8,1,0,41.38,1,tripinfo_281 routing_281,bus,1,
216,216,-gneE50_0,5.1,0,0,373.6,-gneE53_0,85.6,5.57,157.6,660.57,74.8,3,0,109.17,1,tripinfo_216 routing_216,DEFAULT_VEHTYPE,1.03,
263,262.8,gneE12_0,5.1,0,-0.2,373.6,-gneE6_0,85.6,13.52,110.8,481.42,50.4,2,0,73.53,1,tripinfo_263 routing_263,DEFAULT_VEHTYPE,0.99,
275,274.8,-gneE9_0,6.6,0,-0.2,374,gneE52_0,85.6,9.1,99.2,577.42,22.4,3,0,56.27,1,tripinfo_275 routing_275,bus,1,
229,228.8,gneE15_0,5.1,0,-0.2,374.4,gneE13_0,85.6,13.4,145.6,464.39,86,3,0,109.35,1,tripinfo_229 routing_229,DEFAULT_VEHTYPE,0.98,
338,338,-gneE50_0,5.1,0,0,374.8,-gneE31_0,85.6,13.04,36.8,175.13,10.8,1,0,22.68,0,tripinfo_338 routing_338,DEFAULT_VEHTYPE,0.97,
287,288.8,-gneE38_0,6.6,0,1.8,375.6,gneE42_0,89.6,13.54,86.8,765.57,8,1,0,28.46,1,tripinfo_287 routing_287,bus,1,
306,306,gneE45_0,6.6,0,0,377.6,-gneE2_0,85.6,13.85,71.6,373.63,25.6,2,0,44,1,tripinfo_306 routing_306,bus,1,
262,262,-gneE41_0,5.1,0,0,380.8,gneE0_0,89.6,13.45,118.8,876.86,38.8,1,0,52.81,1,tripinfo_262 routing_262,DEFAULT_VEHTYPE,0.97,
201,203.2,gneE12_0,5.1,0,2.2,381.6,gneE43_0,85.6,14.04,178.4,669.13,82,4,0,127.74,1,tripinfo_201 routing_201,DEFAULT_VEHTYPE,1.03,
295,294.8,-gneE35_0,6.6,0,-0.2,381.6,-gneE44_0,85.6,12.61,86.8,562.47,16,2,0,42.32,1,tripinfo_295 routing_295,bus,1,
266,266.8,gneE44_0,5.1,0,0.8,382,gneE5_0,85.6,13.44,115.2,474.92,43.2,2,0,78.37,1,tripinfo_266 routing_266,DEFAULT_VEHTYPE,0.97,
339,339.6,-gneE28_0,5.1,0,0.6,382.8,gneE3_0,85.6,13.64,43.2,481.63,0,0,0,6.56,1,tripinfo_339 routing_339,DEFAULT_VEHTYPE,0.99,
326,326,gneE12_0,5.1,0,0,384.4,gneE51_0,85.6,12.22,58.4,475.13,5.2,1,0,19.86,1,tripinfo_326 routing_326,DEFAULT_VEHTYPE,0.92,
298,298,-gneE40_0,6.6,0,0,385.6,gneE5_0,85.6,13.46,87.6,473.42,34.4,1,0,51.74,1,tripinfo_298 routing_298,bus,1,
335,336.8,-gneE37_0,5.1,0,1.8,388,-gneE51_0,85.6,11.64,51.2,473.34,0,0,0,8.6,1,tripinfo_335 routing_335,DEFAULT_VEHTYPE,0.87,
345,344.8,-gneE49_0,5.1,0,-0.2,388.8,-gneE36_0,85.6,13.53,44,274.92,6.4,1,0,22.22,1,tripinfo_345 routing_345,DEFAULT_VEHTYPE,0.98,
342,342,-gneE14_0,5.1,0,0,391.2,gneE52_0,85.6,13.75,49.2,569.76,0,0,0,6.96,1,tripinfo_342 routing_342,DEFAULT_VEHTYPE,1.02,
318,323.2,gneE4_0,5.1,0,5.2,393.2,-gneE36_0,85.6,11.4,70,369.55,14.8,2,0,35.46,1,tripinfo_318 routing_318,DEFAULT_VEHTYPE,0.84,
346,346,gneE9_0,5.1,0,0,393.2,gneE34_0,85.6,12.32,47.2,471.31,0,0,0,7.42,1,tripinfo_346 routing_346,DEFAULT_VEHTYPE,0.89,
311,312.8,-gneE14_0,5.1,0,1.8,394,-gneE27_0,89.6,13.41,81.2,670.68,5.2,1,0,28.88,1,tripinfo_311 routing_311,DEFAULT_VEHTYPE,0.99,
293,292.8,-gneE53_0,6.6,0,-0.2,394.4,gneE0_0,89.6,13.86,101.6,769.6,8.8,2,0,44.19,1,tripinfo_293 routing_293,bus,1,
343,342.8,gneE49_0,5.1,0,-0.2,396.4,gneE42_0,89.6,10.32,53.6,481.63,0,0,0,5.91,1,tripinfo_343 routing_343,DEFAULT_VEHTYPE,0.76,
301,300.8,gneE37_0,6.6,0,-0.2,397.2,gneE9_0,89.6,13.71,96.4,678.55,27.2,1,0,44.34,1,tripinfo_301 routing_301,bus,1,
355,354.8,-gneE43_0,5.1,0,-0.2,400.8,-gneE38_0,89.6,15.14,46,580.68,0,0,0,7.59,1,tripinfo_355 routing_355,DEFAULT_VEHTYPE,1.1,
344,344,gneE43_0,5.1,0,0,401.6,gneE14_0,85.6,12.38,57.6,681.63,0,0,0,8.79,1,tripinfo_344 routing_344,DEFAULT_VEHTYPE,1.04,
315,315.6,gneE37_0,5.1,0,0.6,408,gneE32_0,85.6,5.19,92.4,676.26,18.8,2,0,39.96,1,tripinfo_315 routing_315,DEFAULT_VEHTYPE,0.96,
283,284.8,-gneE53_0,6.6,0,1.8,408.4,gneE12_0,85.6,6.08,123.6,668.05,32.4,3,0,72.99,1,tripinfo_283 routing_283,bus,1,
366,366,-gneE45_0,5.1,0,0,408.4,-gneE45_0,85.6,5.99,42.4,80.5,25.6,1,0,36.4,1,tripinfo_366 routing_366,DEFAULT_VEHTYPE,0.99,
381,380.8,-gneE53_0,5.1,0,-0.2,409.2,-gneE30_0,85.6,11.52,28.4,275.13,0,0,0,4.72,1,tripinfo_381 routing_381,DEFAULT_VEHTYPE,0.87,
322,322,-gneE33_0,5.1,0,0,410,-gneE46_0,85.6,7.56,88,580.08,18,2,0,42.74,1,tripinfo_322 routing_322,DEFAULT_VEHTYPE,0.96,
220,220,gneE34_0,5.1,0,0,410.4,-gneE45_0,85.6,8.25,190.4,474.71,123.6,5,0,151.8,1,tripinfo_220 routing_220,DEFAULT_VEHTYPE,0.95,
400,401.6,gneE47_0,5.1,0,1.6,411.2,gneE47_0,85.6,11.65,9.6,80.5,0,0,0,2.82,1,tripinfo_400 routing_400,DEFAULT_VEHTYPE,0.86,
327,326.8,-gneE4_0,5.1,0,-0.2,412,-gneE46_0,85.6,9.16,85.2,559.02,13.6,2,0,40.21,1,tripinfo_327 routing_327,DEFAULT_VEHTYPE,0.96,
393,392.8,-gneE51_0,5.1,0,-0.2,412,-gneE45_0,85.6,11.89,19.2,175.13,0,0,0,7.85,0,tripinfo_393 routing_393,DEFAULT_VEHTYPE,1.18,
320,320,-gneE9_0,5.1,0,0,412.4,gneE41_0,89.6,15.52,92.4,789.84,28.8,1,0,41.21,1,tripinfo_320 routing_320,DEFAULT_VEHTYPE,1.13,
294,294,-gneE48_0,6.6,0,0,414.8,-gneE15_0,85.6,13.69,120.8,462.68,64.4,2,0,84.26,1,tripinfo_294 routing_294,bus,1,
334,334.8,-gneE30_0,5.1,0,0.8,414.8,-gneE52_0,85.6,13.22,80,364.39,37.2,2,0,51,1,tripinfo_334 routing_334,DEFAULT_VEHTYPE,0.97,
299,298.8,-gneE4_0,6.6,0,-0.2,415.2,-gneE48_0,85.6,13.45,116.4,362.89,61.6,3,0,87.99,1,tripinfo_299 routing_299,bus,1,
314,314,-gneE27_0,5.1,0,0,415.6,gneE31_0,85.6,7.64,101.6,378.92,42.8,2,0,60.77,1,tripinfo_314 routing_314,DEFAULT_VEHTYPE,0.71,
230,232.8,gneE50_0,5.1,0,2.8,416.4,gneE1_0,85.6,15.22,183.6,564.39,106.4,4,0,144.76,1,tripinfo_230 routing_230,DEFAULT_VEHTYPE,1.1,
323,329.6,gneE38_0,5.1,0,6.6,416.4,gneE14_0,85.6,15.5,86.8,769.52,10.8,1,0,34.68,1,tripinfo_323 routing_323,DEFAULT_VEHTYPE,1.13,
253,252.8,-gneE35_0,5.1,0,-0.2,416.8,-gneE48_0,85.6,15.62,164,569.34,67.6,6,0,125.62,1,tripinfo_253 routing_253,DEFAULT_VEHTYPE,1.15,
243,243.2,-gneE26_0,5.1,0,0.2,417.2,-gneE50_0,85.6,14.29,174,663.97,68.8,4,0,125.27,1,tripinfo_243 routing_243,DEFAULT_VEHTYPE,1.06,
284,284,gneE38_0,6.6,0,0,417.2,gneE31_0,85.6,9.63,133.2,582.58,64,3,0,89.78,1,tripinfo_284 routing_284,bus,1,
408,408,-gneE44_0,5.1,0,0,417.2,-gneE44_0,85.6,12.16,9.2,80.5,0,0,0,2.64,1,tripinfo_408 routing_408,DEFAULT_VEHTYPE,0.9,
325,324.8,-gneE9_0,5.1,0,-0.2,419.6,gneE41_0,89.6,13.4,94.8,789.84,22,1,0,36.16,1,tripinfo_325 routing_325,DEFAULT_VEHTYPE,0.98,
247,246.8,gneE52_0,5.1,0,-0.2,420.4,gneE1_0,85.6,15.1,173.6,664.39,81.2,5,0,128.29,1,tripinfo_247 routing_247,DEFAULT_VEHTYPE,1.11,
350,350,gneE0_0,5.1,0,0,420.4,-gneE4_0,85.6,5.34,70.4,378.92,12.4,2,0,40.6,1,tripinfo_350 routing_350,DEFAULT_VEHTYPE,0.97,
329,332,gneE44_0,5.1,0,3,421.2,gneE50_0,85.6,13.45,89.2,374.71,34.4,2,0,58.97,1,tripinfo_329 routing_329,DEFAULT_VEHTYPE,0.97,
